STATE_CODE,CONSTITUENCY,LOK_SABHA_ID
TN,Tiruttani,339
TN,Thiruvallur,346
TN,Poonamallee,346
TN,Avadi,346
TN,Maduravoyal,339
TN,Ambattur,339
TN,Madavaram,346
TN,Thiruvottiyur,339
TN,Dr. Radhakrishnan Nagar,339
TN,Perambur,339
TN,Kolathur,339
TN,Villivakkam,339
TN,Thiru. Vi. Ka. Nagar,339
TN,Egmore,339
TN,Royapuram,339
TN,Harbour,339
TN,Chepauk-Thiruvallikeni,339
TN,Thousand Lights,339
TN,Anna Nagar,339
TN,Virugambakkam,339
TN,Saidapet,339
TN,T. Nagar,339
TN,Mylapore,339
TN,Velachery,339
TN,Sholinganallur,339
TN,Alandur,339
TN,Sriperumbudur,339
TN,Pallavaram,339
TN,Tambaram,339
TN,Chengalpattu,356
TN,Thiruporur,356
TN,Cheyyur,356
TN,Maduranthakam,356
TN,Uthiramerur,356
TN,Kancheepuram,356
TN,Arakkonam,339
TN,Sholingur,339
TN,Katpadi (Vellore North),339
TN,Ranipet,339
TN,Arcot,339
TN,Vellore (Vellore south),347
TN,Anaikattu,347
TN,K. V. Kuppam,347
TN,Gudiyattam,347
TN,Vaniyambadi,347
TN,Ambur,347
TN,Jolarpet,346
TN,"Tirupattur, Vellore",346
TN,Uthangarai,356
TN,Bargur,356
TN,Krishnagiri,356
TN,Veppanahalli,356
TN,Hosur,356
TN,Thalli,356
TN,Palacode,343
TN,Pennagaram,343
TN,Dharmapuri,343
TN,Pappireddippatti,343
TN,Harur,343
TN,Chengam,346
TN,Tiruvannamalai,346
TN,Kilpennathur,346
TN,Kalasapakkam,346
TN,Polur,339
TN,Arani,339
TN,Cheyyar,339
TN,Vandavasi,339
TN,Gingee,339
TN,Mailam,339
TN,Tindivanam,352
TN,Vanur,352
TN,Villupuram,352
TN,Vikravandi,352
TN,Tirukkoyilur,352
TN,Ulundurpettai,352
TN,Rishivandiyam,356
TN,Sankarapuram,356
TN,Kallakurichi,356
TN,Gangavalli,356
TN,Attur,356
TN,Yercaud,356
TN,Omalur,339
TN,Mettur,343
TN,Edapadi,339
TN,Sankagiri,356
TN,Salem (West),339
TN,Salem (North),339
TN,Salem (South),339
TN,Veerapandi,339
TN,Rasipuram,356
TN,Senthamangalam,356
TN,Namakkal,356
TN,Paramathi Velur,356
TN,Tiruchengodu,356
TN,Kumarapalayam,356
TN,Erode (East),356
TN,Erode (West),356
TN,Modakkurichi,356
TN,Perundurai,346
TN,Bhavani,346
TN,Anthiyur,346
TN,Gobichettipalayam,346
TN,Bhavanisagar,358
TN,Dharapuram,356
TN,Kangayam,356
TN,Avanashi,358
TN,Tiruppur (North),346
TN,Tiruppur (South),346
TN,Palladam,343
TN,Udumalaipettai,339
TN,Madathukulam,339
TN,Udhagamandalam,358
TN,Coonoor,358
TN,Gudalur,358
TN,Mettupalayam,358
TN,Sulur,343
TN,Kavundampalayam,343
TN,Coimbatore North,343
TN,Thondamuthur,339
TN,Coimbatore (South),343
TN,Singanallur,343
TN,Kinathukadavu,339
TN,Pollachi,339
TN,Valparai,339
TN,Palani,343
TN,Oddanchatram,343
TN,Athoor,343
TN,Nilakottai,343
TN,Natham,343
TN,Dindigul,343
TN,Vedasandur,356
TN,Aravakurichi,356
TN,Karur,356
TN,Krishnarayapuram,356
TN,Kulithalai,364
TN,Manapaarai,356
TN,Srirangam,346
TN,Tiruchirappalli (West),346
TN,Tiruchirappalli (East),346
TN,Thiruverumbur,346
TN,Lalgudi,364
TN,Manachanallur,364
TN,Musiri,364
TN,Thuraiyur,364
TN,Perambalur,364
TN,Kunnam,343
TN,Ariyalur,343
TN,Jayankondam,343
TN,Tittakudi,343
TN,Vriddhachalam,343
TN,Neyveli,343
TN,Panruti,343
TN,Cuddalore,343
TN,Kurinjipadi,343
TN,Bhuvanagiri,343
TN,Chidambaram,343
TN,Kattumannarkoil,343
TN,Sirkazhi,356
TN,Mayiladuthurai,356
TN,Poompuhar,356
TN,Nagapattinam,356
TN,Kilvelur,356
TN,Vedaranyam,356
TN,Thiruthuraipoondi,356
TN,Mannargudi,339
TN,Thiruvarur,356
TN,Nannilam,356
TN,Thiruvidaimarudur,356
TN,Kumbakonam,356
TN,Papanasam,356
TN,Thiruvaiyaru,339
TN,Thanjavur,339
TN,Orathanadu,339
TN,Pattukkottai,339
TN,Peravurani,339
TN,Gandharvakottai,346
TN,Viralimalai,356
TN,Pudukkottai,346
TN,Thirumayam,339
TN,Alangudi,339
TN,Aranthangi,339
TN,Karaikudi,339
TN,"Tiruppattur, Sivaganga",339
TN,Sivaganga,339
TN,Manamadurai,339
TN,Melur,356
TN,Madurai East,356
TN,Sholavandan,339
TN,Madurai North,356
TN,Madurai South,356
TN,Madurai Central,356
TN,Madurai West,356
TN,Thiruparankundram,373
TN,Tirumangalam,373
TN,Usilampatti,339
TN,Andipatti,339
TN,Periyakulam,339
TN,Bodinayakanur,339
TN,Cumbum,339
TN,Rajapalayam,339
TN,Srivilliputhur,339
TN,Sattur,373
TN,Sivakasi,373
TN,Virudhunagar,373
TN,Aruppukkottai,373
TN,Tiruchuli,339
TN,Paramakudi,339
TN,Tiruvadanai,339
TN,Ramanathapuram,339
TN,Mudhukulathur,339
TN,Vilathikulam,346
TN,Thoothukudi,346
TN,Tiruchendur,346
TN,Tiruvaikuntam,346
TN,Ottapidaram,346
TN,Kovilpatti,346
TN,Sankarankovil,339
TN,Vasudevanallur,339
TN,Kadayanallur,339
TN,Tenkasi,339
TN,Alangulam,346
TN,Tirunelveli,346
TN,Ambasamudram,346
TN,Palayamkottai,346
TN,Nanguneri,346
TN,Radhapuram,346
TN,Kanniyakumari,356
TN,Nagercoil,356
TN,Colachal,356
TN,Padmanabhapuram,356
TN,Vilavancode,356
TN,Killiyoor,356
TG,Musheerabad,339
TG,Malakpet,339
TG,Amberpet,339
TG,Khairatabad,339
TG,Jubilee Hills,339
TG,Sanathnagar,339
TG,Nampally,339
TG,Karwan,339
TG,Goshamahal,339
TG,Charminar,339
TG,Chandrayangutta,339
TG,Yakutpura,339
TG,Bahadurpura,339
TG,Secunderabad,339
TG,Secunderabad Cantt.,339
TG,Medchal,339
TG,Malkajgiri,339
TG,Quthbullapur,339
TG,Kukatpally,339
TG,Uppal,339
TG,Ibrahimpatnam,339
TG,L. B. Nagar,339
TG,Maheshwaram,339
TG,Rajendranagar,339
TG,Serilingampally,339
TG,Chevella ,339
TG,Pargi,339
TG,Vikarabad ,339
TG,Tandur,339
TG,Siddipet,339
TG,Medak,339
TG,Narayankhed,339
TG,Andole ,339
TG,Narsapur,339
TG,Zahirabad ,339
TG,Sangareddy,339
TG,Patancheru,339
TG,Dubbak,339
TG,Gajwel,339
TG,Sirpur,339
TG,Chennur ,339
TG,Bellampalli ,339
TG,Mancheriala,339
TG,Asifabad (ST),339
TG,Khanapur (ST),339
TG,Adliabad,339
TG,Boath (ST),339
TG,Nirmal,339
TG,Mudhole,339
TG,Koratla,339
TG,Jagtial,339
TG,Dharmapuri ,339
TG,Ramagundam,339
TG,Manthani,339
TG,Peddapalle,339
TG,Karimnagar,339
TG,Choppadandi ,339
TG,Vemulawada,339
TG,Sircilla,339
TG,Manakondur ,339
TG,Huzurabad,339
TG,Husnabad,339
TG,Khammam,339
TG,Palair,339
TG,Madhira ,339
TG,Wyra,339
TG,Sathupalli ,339
TG,Aswaraopeta,339
TG,Yellandu,339
TG,Kothagudem,339
TG,Bhadrachalam,339
TG,Pinapaka,339
TG,Kodangal,339
TG,Narayanpet,339
TG,Mahbubnagar,339
TG,Jadcherla,339
TG,Devarkadra,339
TG,Makthal,339
TG,Wanaparthy,339
TG,Gadwal,339
TG,Alampur,339
TG,Nagarkurnool,339
TG,Achampet,339
TG,Kalwakurthy,339
TG,Shadnagar,339
TG,Kollapur,339
TG,Nalgonda,339
TG,Suryapet,339
TG,Devarakonda,339
TG,Nagarjuna Sagar,339
TG,Miryalaguda,339
TG,Huzurnagar,339
TG,Kodad,339
TG,Munugode,339
TG,Bhongir,339
TG,Nakrekal ,339
TG,Thungathurthi ,339
TG,Alair,339
TG,Armur,339
TG,Bodhan,339
TG,Jukkal ,339
TG,Banswada,339
TG,Yellareddy,339
TG,Kamareddy,339
TG,Nizamabad (Urban),339
TG,Nizamabad (Rural),339
TG,Balkonda,339
TG,Jangaon,339
TG,Ghanpur(Station),339
TG,Palakurthi,339
TG,Dornakal,339
TG,Mahabubabad,339
TG,Narsampet,339
TG,Parkal,339
TG,Warangal West,339
TG,Warangal East,339
TG,Waradhanapet,339
TG,Bhupalpalle,339
TG,Mulug,339
TR,Simna,396
TR,Mohanpur,396
TR,Bamutia,396
TR,Barjala,396
TR,Khayerpur,396
TR,Agartala,396
TR,Ramnagar,396
TR,Town Bordowali,396
TR,Banamalipur,396
TR,Majlishpur,396
TR,Mandaibazar,396
TR,Takarjala,396
TR,Pratapgarh,396
TR,Badharghat,396
TR,Kamalasagar,396
TR,Bishalgarh,396
TR,Golaghati,396
TR,Suryamaninagar,396
TR,Charilam,396
TR,Boxanagar,396
TR,Nalchar,396
TR,Sonamura,396
TR,Dhanpur,396
TR,Ramchandraghat,395
TR,Khowai,395
TR,Asharambari,395
TR,Kalyanpur-Pramodenagar,395
TR,Teliamura,395
TR,Krishnapur,395
TR,Bagma,396
TR,Radhakishorpur,396
TR,Matarbari,396
TR,Kakraban-Salgarh,396
TR,Rajnagar,396
TR,Belonia,396
TR,Santirbazar,396
TR,Hrishyamukh,395
TR,Jolaibari,395
TR,Manu,395
TR,Sabroom,395
TR,Ampinagar,395
TR,Amarpur,395
TR,Karbook,395
TR,Raima Valley,395
TR,Kamalpur,395
TR,Surma,395
TR,Ambassa,395
TR,Karmachhara,395
TR,Chawamanu,395
TR,Pabiachhara,395
TR,Fatikroy,395
TR,Chandipur,395
TR,Kailashahar,395
TR,Kadamtala-Kurti,395
TR,Bagbassa,395
TR,Dharmanagar,395
TR,Jubarajnagar,395
TR,Panisagar,395
TR,Pencharthal,395
TR,Kanchanpur,395
UP,Agra Cantt.,397
UP,Agra North,397
UP,Agra Rural,397
UP,Agra South,397
UP,Ajagara,397
UP,Akbarpur,397
UP,Akbarpur - Raniya,397
UP,Alapur,423
UP,Aliganj,397
UP,Aligarh,397
UP,Allahabad North,397
UP,Allahabad South,397
UP,Allahabad West,397
UP,Amanpur,397
UP,Amethi,397
UP,Amritpur,397
UP,Amroha,397
UP,Anupshahr,397
UP,Aonla,397
UP,Arya Nagar,397
UP,Asmoli,405
UP,Atrauli,397
UP,Atrauliya,397
UP,Aurai,397
UP,Auraiya,397
UP,Ayah Shah,397
UP,Ayodhya,397
UP,Azamgarh,397
UP,Babaganj,397
UP,Baberu,397
UP,Babina,397
UP,Bachhrawan,397
UP,Badaun,397
UP,Badlapur,397
UP,Bagpat,397
UP,Bah,397
UP,Baheri,397
UP,Bahraich,397
UP,Bairia,397
UP,Bakshi Kaa Talab,397
UP,Balamau,397
UP,Baldev,397
UP,Balha,397
UP,Ballia Nagar,397
UP,Balrampur,426
UP,Banda,397
UP,Bangarmau,430
UP,Bansdih,404
UP,Bansgaon,397
UP,Bansi,397
UP,Bara,397
UP,Barabanki,397
UP,Barauli,397
UP,Baraut,397
UP,Bareilly,397
UP,Bareilly Cantt.,397
UP,Barhaj,397
UP,Barhapur,397
UP,Barkhera,397
UP,Basti Sadar,397
UP,Behat,398
UP,Belthara Road,404
UP,Bhadohi,397
UP,Bhagwantnagar,430
UP,Bharthana,397
UP,Bhatpar Rani,404
UP,Bhinga,426
UP,Bhognipur,397
UP,Bhojipura,397
UP,Bhojpur,397
UP,Bhongaon,397
UP,Bidhuna,397
UP,Bijnor,397
UP,Bikapur,397
UP,Bilari,405
UP,Bilaspur,397
UP,Bilgram-Mallanwan,397
UP,Bilhaur,397
UP,Bilsi,397
UP,Bindki,397
UP,Bisalpur,397
UP,Bisauli,397
UP,Biswan,427
UP,Bithari Chainpur,397
UP,Bithoor,397
UP,Budhana,397
UP,Bulandshahr,397
UP,Caimpiyarganj,397
UP,Chail,397
UP,Chakia,397
UP,Chamraua,397
UP,Chandausi,405
UP,Chandpur,397
UP,Charkhari,397
UP,Charthawal,397
UP,Chauri-Chaura,397
UP,Chhanbey,397
UP,Chhaprauli,397
UP,Chharra,397
UP,Chhata,397
UP,Chhibramau,397
UP,Chillupar,397
UP,Chitrakoot,397
UP,Chunar,397
UP,Colonelganj,397
UP,Dadraul,424
UP,Dadri,397
UP,Dariyabad,397
UP,Dataganj,397
UP,Debai,397
UP,Deoband,398
UP,Deoria,397
UP,Dhampur,397
UP,Dhanaura,397
UP,Dhanghata,423
UP,Dhaurahra,397
UP,Dhaulana,397
UP,Dibiyapur,397
UP,Didarganj,397
UP,Domariyaganj,397
UP,Duddhi,397
UP,Etah,397
UP,Etawah,397
UP,Etmadpur,397
UP,Faridpur,397
UP,Farrukhabad,397
UP,Fatehabad,397
UP,Fatehpur,397
UP,Fatehpur Sikri,397
UP,Fazilnagar,397
UP,Firozabad,397
UP,Gainsari,426
UP,Gangoh,397
UP,Garautha,397
UP,Garhmukteshwar,397
UP,Gaura,397
UP,Gauriganj,397
UP,Ghatampur,397
UP,Ghaziabad,397
UP,Ghazipur,397
UP,Ghorawal,397
UP,Ghosi,397
UP,Gola Gokrannath,397
UP,Gonda,397
UP,Gopalpur,397
UP,Gopamau,397
UP,Gorakhpur Rural,397
UP,Gorakhpur Urban,397
UP,Goshainganj,397
UP,Goverdhan,397
UP,Govindnagar,397
UP,Gunnaur,397
UP,Gyanpur,397
UP,Haidergarh,397
UP,Hamirpur,397
UP,Handia,397
UP,Hapur,407
UP,Harchandpur,397
UP,Hardoi,397
UP,Hargaon,397
UP,Harraiya,397
UP,Hasanpur,397
UP,Hastinapur,397
UP,Hata,397
UP,Hathras,397
UP,Husainganj,397
UP,Iglas,397
UP,Isauli,429
UP,Itwa,397
UP,Jagdishpur,397
UP,Jahanabad,397
UP,Jakhanian,397
UP,Jalalabad,424
UP,Jalalpur,397
UP,Jalesar,397
UP,Jangipur,397
UP,Jasrana,397
UP,Jaswantnagar,397
UP,Jaunpur,397
UP,Jewar,397
UP,Jhansi Nagar,397
UP,Kadipur,429
UP,Kaimganj,397
UP,Kairana,397
UP,Kaiserganj,397
UP,Kalpi,397
UP,Kalyanpur,397
UP,Kannauj,397
UP,Kanpur Cantt.,397
UP,Kanth,397
UP,Kapilvastu,397
UP,Kaptanganj,397
UP,Karachhana,397
UP,Karhal,397
UP,Kasganj,397
UP,Kasta,397
UP,Katehari,397
UP,Katra,424
UP,Katra Bazar,397
UP,Kerakat,397
UP,Khadda,397
UP,Khaga,397
UP,Khair,397
UP,Khajani,423
UP,Khalilabad,423
UP,Khatauli,397
UP,Kheragarh,397
UP,Khurja,397
UP,Kidwai Nagar,397
UP,Kishni,397
UP,Kithore,407
UP,Koil,397
UP,Koraon,397
UP,Kunda,397
UP,Kundarki,405
UP,Kursi,397
UP,Kushinagar,397
UP,Laharpur,427
UP,Lakhimpur,397
UP,Lalganj,397
UP,Lalitpur,397
UP,Lambhua,429
UP,Loni,397
UP,Lucknow Cantt.,397
UP,Lucknow Central,397
UP,Lucknow East,397
UP,Lucknow North,397
UP,Lucknow West,397
UP,Machhlishahr,397
UP,Madhaugarh,397
UP,Madhuban,397
UP,Mahadewa,397
UP,Maharajganj,397
UP,Maharajpur,397
UP,Mahasi,397
UP,Mahmoodabad,427
UP,Mahoba,397
UP,Maholi,397
UP,Mainpuri,397
UP,Majhawan,397
UP,Malhani,397
UP,Malihabad,397
UP,Manikpur,397
UP,Manjhanpur,397
UP,Mankapur,397
UP,Mant,397
UP,Marhara,397
UP,Madihan,397
UP,Mariyahu,397
UP,Matera,397
UP,Mathura,397
UP,Mau,397
UP,Mauranipur,397
UP,Meerapur,397
UP,Meerganj,397
UP,Meerut,407
UP,Meerut Cantt.,407
UP,Meerut South,407
UP,Mehnagar,397
UP,Mehnaun,397
UP,Mehroni,397
UP,Meja,397
UP,Menhdawal,423
UP,Milak,397
UP,Milkipur,397
UP,Mirzapur,397
UP,Misrikh,397
UP,Modinagar,397
UP,Mohammadabad,397
UP,Mohammdi,397
UP,Mohan,430
UP,Mohanlalganj,397
UP,Moradabad Nagar,397
UP,Moradabad Rural,397
UP,Mubarakpur,397
UP,Mughalsarai,397
UP,Muhammadabad-Gohna,397
UP,Mungra Badshahpur,397
UP,Muradnagar,397
UP,Muzaffarnagar,397
UP,Nagina,397
UP,Najibabad,397
UP,Nakur,397
UP,Nanpara,397
UP,Naraini,397
UP,Naugawan Sadat,397
UP,Nautanwa,397
UP,Nawabganj,397
UP,Nehtaur,397
UP,Nighasan,397
UP,Nizamabad,397
UP,Noida,397
UP,Noorpur,397
UP,Obra,397
UP,Orai,397
UP,Padrauna,397
UP,Palia,397
UP,Paniyara,397
UP,Pathardeva,397
UP,Patiyali,397
UP,Patti,397
UP,Payagpur,397
UP,Phaphamau,397
UP,Pharenda,397
UP,Phephana,397
UP,Phoolpur Pawai,397
UP,Phulpur,397
UP,Pilibhit,397
UP,Pindra,397
UP,Pipraich,397
UP,Powayan,424
UP,Pratapgarh,397
UP,Pratappur,397
UP,Puranpur,397
UP,Purqazi,397
UP,Purwa,430
UP,Rae Bareli,397
UP,Ram Nagar,397
UP,Ramkola,397
UP,Rampur,397
UP,Rampur Karkhana,397
UP,Rampur Khas,397
UP,Rampur Maniharan,398
UP,Raniganj,397
UP,Rasara,397
UP,Rasulabad,397
UP,Rath,397
UP,Robertsganj,397
UP,Rohaniya,474
UP,Rudauli,397
UP,Rudhauli,397
UP,Rudrapur,397
UP,Sadabad,397
UP,Sadar,429
UP,Safipur,430
UP,Sagri,397
UP,Sahajanwa,397
UP,Saharanpur,398
UP,Saharanpur Nagar,398
UP,Sahaswan,397
UP,Sahibabad,397
UP,Saidpur,397
UP,Saiyadraja,397
UP,Sakaldiha,397
UP,Salempur,404
UP,Salon,397
UP,Sambhal,405
UP,Sandi,397
UP,Sandila,397
UP,Sardhana,397
UP,Sareni,397
UP,Sarojini Nagar,397
UP,Sawayazpur,397
UP,Sevapuri,474
UP,Sevata,427
UP,Shahabad,397
UP,Shahganj,397
UP,Shahjahanpur,424
UP,Shamli,397
UP,Shekhupur,397
UP,Shikarpur,397
UP,Shikohabad,397
UP,Shivpur,397
UP,Shohratgarh,397
UP,Shrawasti,426
UP,Sidhauli,397
UP,Sikanderpur,404
UP,Sikandra,397
UP,Sikandra Rao,397
UP,Sikandrabad,397
UP,Sirathu,397
UP,Sirsaganj,397
UP,Sishamau,397
UP,Siswa,397
UP,Sitapur,427
UP,Siwalkhas,397
UP,Soraon,397
UP,Sri Nagar,397
UP,Suar,397
UP,Sultanpur,429
UP,Syana,397
UP,Tamkuhi Raj,397
UP,Tanda,397
UP,Tarabganj,397
UP,Thakurdwara,397
UP,Thana Bhawan,397
UP,Tilhar,424
UP,Tiloi,397
UP,Tindwari,397
UP,Tirwa,397
UP,Tulsipur,426
UP,Tundla,397
UP,Unchahar,397
UP,Unnao,430
UP,Utraula,397
UP,Varanasi Cantt.,474
UP,Varanasi North,474
UP,Varanasi South,474
UP,Vishwanathganj,397
UP,Zafrabad,397
UP,Zahoorabad,397
UP,Zaidpur,397
UP,Zamania,397
UT,Purola,478
UT,Yamunotri,478
UT,Gangotri,478
UT,Badrinath,477
UT,Tharali,477
UT,Karnaprayag,477
UT,Kedarnath,477
UT,Rudraprayag,477
UT,Ghansali,478
UT,Devprayag,477
UT,Narendranagar,477
UT,Pratapnagar,478
UT,Tehri,478
UT,Dhanaulti,478
UT,Chakrata,478
UT,Vikasnagar,478
UT,Sahaspur,478
UT,Dharampur,477
UT,Raipur,478
UT,Rajpur Road,478
UT,Dehradun Cantt,478
UT,Mussoorie,478
UT,Doiwala,477
UT,Rishikesh,477
UT,Haridwar,477
UT,BHEL Ranipur,477
UT,Jwalapur,477
UT,Bhagwanpur,477
UT,Jhabrera,477
UT,Piran Kaliyar,477
UT,Roorkee,477
UT,Khanpur,477
UT,Manglaur,477
UT,Laksar,477
UT,Haridwar Rural,477
UT,Yamkeshwar,477
UT,Pauri,477
UT,Srinagar,477
UT,Chaubattakhal,477
UT,Lansdowne,477
UT,Kotdwar,477
UT,Dharchula,477
UT,Didihat,477
UT,Pithoragarh,477
UT,Gangolihat,477
UT,Kapkot,477
UT,Bageshwar,477
UT,Dwarahat,477
UT,Salt,477
UT,Ranikhet,477
UT,Someshwar,477
UT,Almora,477
UT,Jageshwar,477
UT,Lohaghat,477
UT,Champawat,477
UT,Lalkuan,477
UT,Bhimtal,477
UT,Nainital,477
UT,Haldwani,477
UT,Kaladhungi,477
UT,Ramnagar,477
UT,Jaspur,477
UT,Kashipur,477
UT,Bajpur,477
UT,Gadarpur,477
UT,Rudrapur,477
UT,Kichha,477
UT,Sitarganj,477
UT,Nanakmatta,477
UT,Khatima,477
WB,Mekliganj,482
WB,Mathabhanga,482
WB,Cooch Behar (Uttar),482
WB,Cooch Behar (Dakshin),482
WB,Sitalkuchi,482
WB,Sitai,482
WB,Dinhata,482
WB,Natabari,482
WB,Tufanganj,482
WB,Kumargram,482
WB,Kalchini,482
WB,Alipurudars,482
WB,Falakata,482
WB,Madarihat,482
WB,Dhupguri,482
WB,Maynaguri,482
WB,Jalpaiguri,482
WB,Rajganj,482
WB,Dabgram-Phulbari,482
WB,Mal,482
WB,Nagrakata,482
WB,Kalimpong,482
WB,Darjeeling,482
WB,Kurseong,482
WB,Matigara-Naxalbari,482
WB,Siliguri,482
WB,Phansidewa,482
WB,Chopra,482
WB,Islampur,482
WB,Goalpokhar,482
WB,Chakulia,482
WB,Karandighi,482
WB,Hemtabad,482
WB,Kaliaganj,482
WB,Raiganj,482
WB,Itahar,482
WB,Kushmandi,482
WB,Kumarganj,482
WB,Balurghat,482
WB,Tapan,482
WB,Gangarampur,482
WB,Harirampur,482
WB,Habibpur,482
WB,Gazole,482
WB,Chanchal,482
WB,Harishchandrapur,482
WB,Malatipur,482
WB,Ratua,482
WB,Manikchak,482
WB,Maldah,482
